GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1294803474,20260318,202603,2026,2026.2137,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,057,057,05,1,8,4,1,4,-1.0178117048346,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318023000,https://naija247news.com/benin-traditional-council-considers-removal-of-queen-after-peller-palace-incident/
1294875752,20260318,202603,2026,2026.2137,NGA,NIGERIA,NGA,,,,,,,,,,,,,,,,,,1,111,111,11,3,-2,2,1,2,-0.38759689922481,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318121500,https://www.naijanews.com/2026/03/18/peller-knocks-nigerian-musicians/
1294784160,20260318,202603,2026,2026.2137,EDU,SCHOOL,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,2,1,2,2.57575757575757,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6,29623,2,"California, United States",US,USCA,,36.17,-119.746,CA,1,Benin,BN,BN,,9.5,2.25,BN,20260318001500,https://www.webwire.com/ViewPressRel.asp?aId=352142
1294965408,20260318,202603,2026,2026.2137,GOV,PUBLIC RELATIONS OFFICER,,,,,,GOV,,,,,,,,,,,,,1,010,010,01,1,0,5,1,5,4.8689138576779,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318211500,https://dailypost.ng/2026/03/18/police-deploy-5000-operatives-for-eid-el-fitri-celebration-in-edo/
1294965239,20260318,202603,2026,2026.2137,COP,POLICE,,,,,,COP,,,SPY,OPERATIVE,,,,,,SPY,,,1,051,051,05,1,3.4,20,1,10,4.8689138576779,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318211500,https://dailypost.ng/2026/03/18/police-deploy-5000-operatives-for-eid-el-fitri-celebration-in-edo/
1294923095,20260318,202603,2026,2026.2137,REL,BISHOP,,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,10,1,10,1.75438596491228,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294855475,20260318,202603,2026,2026.2137,LEG,LAWMAKER,,,,,,LEG,,,CRM,BANDIT,,,,,,CRM,,,1,180,180,18,4,-9,5,1,5,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294844254,20260318,202603,2026,2026.2137,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5,7,1,7,-1.07033639143731,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318084500,https://www.arise.tv/oba-ewuare-ii-sanctions-palace-officials-queen-over-influencers-unauthorised-access/
1294839014,20260318,202603,2026,2026.2137,CRM,BANDIT,,,,,,CRM,,,LEG,LAWMAKER,,,,,,LEG,,,0,180,180,18,4,-9,10,1,10,-9.09090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://dailypost.ng/2026/03/18/suspected-bandits-kill-immigration-officer-in-niger/
1294845129,20260318,202603,2026,2026.2137,LAB,STAFF MEMBER,,,,,,LAB,,,BEN,BENIN,BEN,,,,,,,,0,173,173,17,4,-5,2,1,2,-1.07033639143731,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318084500,https://www.arise.tv/oba-ewuare-ii-sanctions-palace-officials-queen-over-influencers-unauthorised-access/
1294903281,20260318,202603,2026,2026.2137,MED,PUBLICATION,,,,,,MED,,,,,,,,,,,,,1,040,040,04,1,1,10,1,10,0.2375296912114,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318143000,https://lanouvelletribune.info/2026/03/benin-liajp-rend-hommage-a-mgr-isidore-de-souza-a-travers-un-appel-special/
1294863804,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,111,111,11,3,-2,10,1,10,0.66777963272121,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318110000,https://www.premiumtimesng.com/entertainment/naija-fashion/864954-benin-queen-faces-eviction-over-pellers-unauthorised-palace-access.html
1294893943,20260318,202603,2026,2026.2137,BENBUS,BENIN,BEN,,,,,BUS,,,BUS,BUSINESS,,,,,,BUS,,,1,046,046,04,1,7,10,1,10,2.71317829457365,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318134500,https://www.lesaffaires.com/contenus-partenaires/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/
1294965233,20260318,202603,2026,2026.2137,COP,POLICE,,,,,,COP,,,MOS,MUSLIM,,,,MOS,,,,,0,051,051,05,1,3.4,5,1,5,4.8689138576779,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318211500,https://dailypost.ng/2026/03/18/police-deploy-5000-operatives-for-eid-el-fitri-celebration-in-edo/
1294856266,20260318,202603,2026,2026.2137,COP,SECURITY FORCE,,,,,,COP,,,,,,,,,,,,,1,193,193,19,4,-10,10,1,10,-2.6378896882494,4,"Djougou, Donga, Benin",BN,BN13,5905,9.70853,1.66598,-1333246,0,,,,,,,,4,"Djougou, Donga, Benin",BN,BN13,5905,9.70853,1.66598,-1333246,20260318094500,https://lanouvelletribune.info/2026/03/benin-retour-sur-laffrontement-meurtrier-entre-forces-de-lordre-et-population-a-manigri/
1294855474,20260318,202603,2026,2026.2137,LEG,LAWMAKER,,,,,,LEG,,,CRM,BANDIT,,,,,,CRM,,,1,042,042,04,1,1.9,10,1,10,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294893979,20260318,202603,2026,2026.2137,BUS,BUSINESS,,,,,,BUS,,,BENBUS,BENIN,BEN,,,,,BUS,,,1,040,040,04,1,1,10,1,10,2.71317829457365,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318134500,https://www.lesaffaires.com/contenus-partenaires/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/
1294921906,20260318,202603,2026,2026.2137,BENCHRCTH,BENIN,BEN,,,CHR,CTH,,,,,,,,,,,,,,1,020,020,02,1,3,10,1,10,1.75438596491228,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294875678,20260318,202603,2026,2026.2137,LAB,STAFF MEMBER,,,,,,LAB,,,MED,MEDIA,,,,,,MED,,,1,128,128,12,3,-5,5,1,5,-0.71428571428572,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318121500,https://www.stelladimokokorkus.com/2026/03/benin-traditional-council-palace-sacks.html
1294844244,20260318,202603,2026,2026.2137,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,010,010,01,1,0,7,1,7,-1.07033639143731,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318084500,https://www.arise.tv/oba-ewuare-ii-sanctions-palace-officials-queen-over-influencers-unauthorised-access/
1294854854,20260318,202603,2026,2026.2137,CVL,COMMUNITY,,,,,,CVL,,,UAF,GUNMEN,,,,,,UAF,,,1,1123,112,11,3,-2,2,1,2,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294965232,20260318,202603,2026,2026.2137,COP,POLICE,,,,,,COP,,,MOS,MUSLIM,,,,MOS,,,,,0,010,010,01,1,0,5,1,5,4.8689138576779,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318211500,https://dailypost.ng/2026/03/18/police-deploy-5000-operatives-for-eid-el-fitri-celebration-in-edo/
1294838886,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,160,160,16,4,-4,8,1,8,-0.529100529100529,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294921910,20260318,202603,2026,2026.2137,BFA,BURKINA FASO,BFA,,,,,,,,NER,NIGER,NER,,,,,,,,0,018,018,01,1,3.4,2,1,2,1.75438596491228,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294856728,20260318,202603,2026,2026.2137,MED,PUBLICATION,,,,,,MED,,,,,,,,,,,,,0,051,051,05,1,3.4,10,1,10,-6.44444444444444,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318094500,https://lanouvelletribune.info/2026/03/putsch-dejoue-au-benin-5-ans-requis-pour-un-message-whatsapp/
1294875750,20260318,202603,2026,2026.2137,NGA,BENIN CITY,NGA,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,1,1,1,-1.67741935483871,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318121500,https://www.legit.ng/entertainment/celebrities/1701703-hands-clean-peller-opens-benin-palace-controversy-395m-lawsuit/
1294833696,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,036,036,03,1,4,10,1,10,-11.1111111111111,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318071500,https://www.upstreamonline.com/finance/norwegian-company-faces-threat-of-losing-field-interests/2-1-1961687
1294907722,20260318,202603,2026,2026.2137,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,1,014,014,01,1,0,10,1,10,1.65094339622642,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318150000,https://lanouvelletribune.info/2026/03/communales-2026-au-benin-la-cour-supreme-tire-les-lecons-de-la-gestion-des-contentieux/
1294838885,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,160,160,16,4,-4,2,1,2,-0.529100529100529,1,Armenia,AM,AM,,40,45,AM,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294921911,20260318,202603,2026,2026.2137,BFA,BURKINA FASO,BFA,,,,,,,,NER,NIGER,NER,,,,,,,,0,018,018,01,1,3.4,8,1,8,1.75438596491228,1,Burkina Faso,UV,UV,,13,-2,UV,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294842325,20260318,202603,2026,2026.2137,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,100,100,10,3,-5,10,1,10,1.96850393700788,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318083000,https://www.premiumtimesng.com/regional/south-south-regional/864888-security-tightened-around-oba-of-benins-palace.html
1294921905,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,018,018,01,1,3.4,8,1,8,1.75438596491228,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294921907,20260318,202603,2026,2026.2137,BENREL,BENIN,BEN,,,,,,,,,,,,,,,,,,1,020,020,02,1,3,20,1,10,1.75438596491228,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294854668,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,043,043,04,1,2.8,10,1,10,-0.6015037593985,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/benin-traditional-council-summons-tiktoker-peller-over-palace-breach-demands-apology
1294893941,20260318,202603,2026,2026.2137,BENBUS,BENIN,BEN,,,,,BUS,,,,,,,,,,,,,1,057,057,05,1,8,10,1,10,2.71317829457365,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318134500,https://www.lesaffaires.com/contenus-partenaires/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/
1294856256,20260318,202603,2026,2026.2137,COP,POLICE,,,,,,COP,,,,,,,,,,,,,1,020,020,02,1,3,10,1,10,-2.6378896882494,4,"Djougou, Donga, Benin",BN,BN13,5905,9.70853,1.66598,-1333246,0,,,,,,,,4,"Djougou, Donga, Benin",BN,BN13,5905,9.70853,1.66598,-1333246,20260318094500,https://lanouvelletribune.info/2026/03/benin-retour-sur-laffrontement-meurtrier-entre-forces-de-lordre-et-population-a-manigri/
1294893801,20260318,202603,2026,2026.2137,,,,,,,,,,,BENBUS,BENIN,BEN,,,,,BUS,,,1,057,057,05,1,8,10,1,10,2.71317829457365,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318134500,https://www.lesaffaires.com/contenus-partenaires/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/
1294854823,20260318,202603,2026,2026.2137,CRM,BANDIT,,,,,,CRM,,,LEG,LAWMAKER,,,,,,LEG,,,1,043,043,04,1,2.8,10,1,10,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294893980,20260318,202603,2026,2026.2137,BUS,BUSINESS,,,,,,BUS,,,BENBUS,BENIN,BEN,,,,,BUS,,,1,046,046,04,1,7,10,1,10,2.71317829457365,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318134500,https://www.lesaffaires.com/contenus-partenaires/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/oif-un-tremplin-economique-pour-les-entrepreneurs-francophones/
1294875045,20260318,202603,2026,2026.2137,,,,,,,,,,,NGA,BENIN CITY,NGA,,,,,,,,1,043,043,04,1,2.8,1,1,1,-1.67741935483871,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318121500,https://www.legit.ng/entertainment/celebrities/1701703-hands-clean-peller-opens-benin-palace-controversy-395m-lawsuit/
1294921904,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,018,018,01,1,3.4,2,1,2,1.75438596491228,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318164500,https://www.thetablet.co.uk/news/benin-bishops-urge-calm-before-april-elections/
1294854600,20260318,202603,2026,2026.2137,AFR,AFRICA,AFR,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,042,042,04,1,1.9,10,1,10,-0.6015037593985,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/benin-traditional-council-summons-tiktoker-peller-over-palace-breach-demands-apology
1294854669,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,040,040,04,1,1,10,1,10,-0.6015037593985,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/benin-traditional-council-summons-tiktoker-peller-over-palace-breach-demands-apology
1294786775,20260318,202603,2026,2026.2137,AFR,AFRICA,AFR,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,043,043,04,1,2.8,5,1,5,-0.667779632721199,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318003000,https://www.channelstv.com/2026/03/17/benin-traditional-council-orders-peller-to-appear-after-palace-breach/
1294838887,20260318,202603,2026,2026.2137,BFA,BURKINA FASO,BFA,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,043,043,04,1,2.8,2,1,2,-0.529100529100529,1,Niger,NG,NG,,16,8,NG,1,Armenia,AM,AM,,40,45,AM,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294803621,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,057,057,05,1,8,4,1,4,-1.0178117048346,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318023000,https://naija247news.com/benin-traditional-council-considers-removal-of-queen-after-peller-palace-incident/
1294839608,20260318,202603,2026,2026.2137,NER,NIGER,NER,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,043,043,04,1,2.8,2,1,2,-0.529100529100529,1,Niger,NG,NG,,16,8,NG,1,Armenia,AM,AM,,40,45,AM,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294838879,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,BFA,BURKINA FASO,BFA,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.529100529100529,1,Armenia,AM,AM,,40,45,AM,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294855831,20260318,202603,2026,2026.2137,UAF,GUNMEN,,,,,,UAF,,,NGA,NIGERIAN,NGA,,,,,,,,1,181,181,18,4,-9,8,1,8,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294855482,20260318,202603,2026,2026.2137,LEG,LAWMAKER,,,,,,LEG,,,MIL,SECURITY PERSONNEL,,,,,,MIL,,,1,180,180,18,4,-9,5,1,5,-9.96168582375479,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318100000,https://saharareporters.com/2026/03/18/bandits-attack-nigerian-immigration-post-kidnap-officer-cart-away-rifles
1294839194,20260318,202603,2026,2026.2137,GOV,GOVERNMENT,,,,,,GOV,,,CRM,BANDIT,,,,,,CRM,,,0,043,043,04,1,2.8,10,1,10,-9.09090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://dailypost.ng/2026/03/18/suspected-bandits-kill-immigration-officer-in-niger/
1294833598,20260318,202603,2026,2026.2137,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,036,036,03,1,4,10,1,10,-11.1111111111111,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318071500,https://www.upstreamonline.com/finance/norwegian-company-faces-threat-of-losing-field-interests/2-1-1961687
1294909895,20260318,202603,2026,2026.2137,NGA,NIGERIA,NGA,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,043,043,04,1,2.8,1,1,1,2.55591054313099,1,Nigeria,NI,NI,,10,8,NI,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318153000,https://www.legit.ng/entertainment/celebrities/1701737-men-arent-allowed-queen-moment-peller-received-oba-benins-wifes-portraits-trends/
1294908659,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,1,042,042,04,1,1.9,1,1,1,2.55591054313099,1,Benin,BN,BN,,9.5,2.25,BN,1,Nigeria,NI,NI,,10,8,NI,1,Benin,BN,BN,,9.5,2.25,BN,20260318153000,https://www.legit.ng/entertainment/celebrities/1701737-men-arent-allowed-queen-moment-peller-received-oba-benins-wifes-portraits-trends/
1294913586,20260318,202603,2026,2026.2137,UAF,FIGHTER,,,,,,UAF,,,AFR,AFRICA,AFR,,,,,,,,0,130,130,13,3,-4.4,16,2,16,-8.37070254110613,4,"Kwara, Zamfara, Nigeria",NI,NI57,191424,12.3337,6.28493,-2017020,4,"Maiduguri, Borno, Nigeria",NI,NI27,191040,11.8464,13.1603,-2018369,1,Benin,BN,BN,,9.5,2.25,BN,20260318154500,https://www.messenger-inquirer.com/news/national/maiduguri-bombings-follow-surge-of-jihadist-violence-in-nigeria/article_bd5ad798-e377-5b14-82dd-9b8b795731d4.html
1294785245,20260318,202603,2026,2026.2137,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,042,042,04,1,1.9,1,1,1,2.57575757575757,2,"California, United States",US,USCA,,36.17,-119.746,CA,5,"Edo State, Edo, Nigeria",NI,NI37,191281,6.5,6,29623,1,Benin,BN,BN,,9.5,2.25,BN,20260318001500,https://www.webwire.com/ViewPressRel.asp?aId=352142
1294781073,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,128,128,12,3,-5,13,1,10,-1.49253731343283,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318000000,https://pmnewsnigeria.com/2026/03/17/royal-trouble-benin-queen-risks-removal-over-pellers-palace-visit/
1294839011,20260318,202603,2026,2026.2137,CRM,BANDIT,,,,,,CRM,,,GOV,GOVERNMENT,,,,,,GOV,,,0,042,042,04,1,1.9,10,1,10,-9.09090909090909,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://dailypost.ng/2026/03/18/suspected-bandits-kill-immigration-officer-in-niger/
1294781072,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,6,1,6,-1.49253731343283,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318000000,https://pmnewsnigeria.com/2026/03/17/royal-trouble-benin-queen-risks-removal-over-pellers-palace-visit/
1294838883,20260318,202603,2026,2026.2137,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.529100529100529,1,Armenia,AM,AM,,40,45,AM,1,Niger,NG,NG,,16,8,NG,1,Benin,BN,BN,,9.5,2.25,BN,20260318080000,https://www.mirror.co.uk/travel/news/foreign-office-travel-warnings-full-36883239
1294965468,20260318,202603,2026,2026.2137,GOV,PUBLIC RELATIONS OFFICER,,,,,,GOV,,,NGA,BENIN CITY,NGA,,,,,,,,1,010,010,01,1,0,5,1,5,4.8689138576779,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260318211500,https://dailypost.ng/2026/03/18/police-deploy-5000-operatives-for-eid-el-fitri-celebration-in-edo/
1294844555,20260318,202603,2026,2026.2137,COP,LAW ENFORCEMENT AGENCIES,,,,,,COP,,,,,,,,,,,,,0,010,010,01,1,0,10,1,10,-1.07033639143731,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20260318084500,https://www.arise.tv/oba-ewuare-ii-sanctions-palace-officials-queen-over-influencers-unauthorised-access/
1294747717,20260317,202603,2026,2026.211,MED,MEDIA,,,,,,MED,,,BENGOV,BENIN,BEN,,,,,GOV,,,1,080,080,08,2,5,10,1,10,-1.09489051094891,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20260317193000,https://pmnewsnigeria.com/2026/03/17/oba-of-benin-sanctions-queen-chief-others-over-tiktoker-pellers-visit-to-palace/
